"DLN","YEAR","CASE #","ROAD SYSTEM CODE","COUNTY","MUNICIPALITY","CRASH DATE","DEPARTMENT NAME","DEPARTMENT #","STATION","LOCATION","ROUTE","SRI","MILEPOST","CROSS STREET","IS RAMP?","RAMP ROUTE","STATE","FIRST EVENT CODE","SECOND EVENT CODE","THIRD EVENT CODE","FOURTH EVENT CODE","MOST HARMFUL EVENT CODE","OTHER PROPERTY DAMAGE","SEVERITY RATING"
"17300239","2017","17000092","02","11","11","2017-01-03 ","TRENTON PD","01","TRENTON","NJ 29","29  ","00000029__","5.830  ","PARKSIDE AVE","","","NJ","48","","","","48","","2"
"17137056","2017","17-01623","02","19","11","2017-01-31 ","HARDYSTON TWP POLICE DEPT","01","","NJ 94","94  ","00000094__","33.700 ","WITS END RD","","","NJ","08","06","56","54","54","LIGHT POLE BELONGING TO DAWN KRUMPFER #3342 NJSH RT. 94, HAMBURG, NJ 07419","1"
"17902519","2017","B130-2017-00412A","02","12","25","2017-02-01 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","US 9","9   ","00000009__","133.000","","","","NJ","06","46","","","46","10 FEET OF GUARDRAIL","1"
"17107824","2017","17-05990","02","20","03","2017-01-31 ","CRANFORD PD","01","","NJ 28","28  ","00000028__","22.240 ","ALDEN ST","","","NJ","56","50","","","50","TRAFFIC SIGN ON CURBED MEDIAN.","1"
"17901578","2017","B130-2017-00228A","01","18","01","2017-01-16 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","31.300 ","","T","I-287","NJ","45","45","","","45","","1"
"17902266","2017","A310-2017-00170A","01","04","04","2017-01-22 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","26.900 ","","","","DE","48","","","","48","","1"
"17367544","2017","I-2017-000091","02","12","20","2017-01-04 ","SOUTH AMBOY PD","01","002-17","US 9","9   ","00000009__","130.460","","","","NJ","54","","","","54","","1"
"17367544","2017","I-2017-000091","02","12","20","2017-01-04 ","SOUTH AMBOY PD","01","002-17","US 9","9   ","00000009__","130.460","","","","NJ","54","","","","54","","1"
"17367544","2017","I-2017-000091","02","12","20","2017-01-04 ","SOUTH AMBOY PD","01","002-17","US 9","9   ","00000009__","130.460","","","","NJ","54","","","","54","","1"
"17367544","2017","I-2017-000091","02","12","20","2017-01-04 ","SOUTH AMBOY PD","01","002-17","US 9","9   ","00000009__","130.460","","","","NJ","54","","","","54","","1"
"17367544","2017","I-2017-000091","02","12","20","2017-01-04 ","SOUTH AMBOY PD","01","002-17","US 9","9   ","00000009__","130.460","","","","NJ","54","","","","54","","1"
"17903508","2017","B080-2017-00252A","01","14","08","2017-01-31 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","39.100 ","","","","NJ","06","48","","","48","","1"
"17900085","2017","B060-2017-00016A","01","16","08","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","59.000 ","","","","FL","06","48","","","48","","1"
"17179862","2017","17000806","02","18","05","2017-01-17 ","BRANCHBURG TWP PD","01","BRANCHBURG","US 202","202 ","00000202__","17.750 ","OLD YORK RD","","","NJ","05","50","","","50","ONE READINGTON ROAD SIGN. ALSO DEEP RUTS IN BANK OF AMERICA FRONT LAWN.","1"
"17108817","2017","17-03576","02","15","07","2017-01-22 ","TOMS RIVER PD","01","DISTRICT ONE","NJ 37","37  ","00000037__","2.570  ","NORTHAMPTON RD","","","NJ","05","52","51","48","48","TRAFFIC LIGHT STANDARD BELONGING TO NJDOT (POLE AND MOUNTED TRAFFIC SIGNAL)","2"
"17107022","2017","17CN00143","02","13","09","2017-01-07 ","COLTS NECK PD","01","","NJ 18","18  ","00000018__","22.290 ","ROUTE 537 / EATONTOWN RD","","","NJ","06","46","","","46","GUARD RAIL, STATE DOT NOTIFIED","2"
"17900624","2017","B050-2017-00056A","02","19","21","2017-01-12 ","NEW JERSEY STATE POLICE","02","SUSSEX - SQUAD","NJ 23","23  ","00000023__","40.130 ","NEWTON AVE","","","FL","26","05","56","46","","","2"
"17125631","2017","17-010535","02","20","04","2017-01-31 ","ELIZABETH PD","01","","US 1","1   ","00000001__","44.260 ","S SPRING ST / W MRAVLAG PL","","","NJ","41","","","","41","DIVIDER SUFFERED DAMAGE VEHICLE WENT THROUGH THE IMPACT ALTENUATOR","2"
"17101608","2017","170004413","02","04","27","2017-01-17 ","PENNSAUKEN TWP PD","01","6","US 130","130 ","00000130__","31.290 ","BURWOOD AVE","","","NJ","48","","","","48","","3"
"17103312","2017","2017-18","02","03","18","2017-01-01 ","MANSFIELD TWP PD (BURLINGTON)","01","","US 206","206 ","00000206__","33.540 ","NJ 68","","","NY","05","59","","","59","CHAIN-LINK FENCE/POST AT MANHEIM AUTO AUCTION, 730 ROUTE 68, BORDENTOWN, NJ 085?","4"
"17501063","2017","BS-17-001639","02","02","60","2017-01-08 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","8.080  ","FARRAGUT DR / WEBSTER AVE","","","NY","48","","","","","CONCRETE BARRIER","1"
"17901257","2017","B080-2017-00037A","01","14","29","2017-01-06 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","42.100 ","","T","I-80","NJ","47","","","","","","1"
"17555880","2017","2017-00270","02","04","14","2017-01-07 ","GLOUCESTER CITY PD","01","","US 130","130 ","00000130__","27.430 ","KLEMM AVE","","","NJ","54","","","","54","","3"
"17501062","2017","BS-17-001630","02","02","60","2017-01-08 ","BERGEN CO SHERIFFS DEPT","05","327 EAST RIDGE?","NJ 4","4   ","00000004__","8.080  ","","T","WEBSTER AVENUE","NJ","52","56","05","46","","LIGHT POLE AND GUARDRAIL","2"
"17300233","2017","17000108","02","11","11","2017-01-03 ","TRENTON PD","01","TRENTON","NJ 29","29  ","00000029__","5.360  ","PARKSIDE AVE","","","NJ","46","","","","","GUARD RAIL","1"
"17119724","2017","17-02127","02","14","14","2017-01-22 ","JEFFERSON TWP PD","01","","NJ 15","15  ","00000015__","4.640  ","TAYLOR RD","","","NJ","46","","","","46","","2"
"17129074","2017","17-2646","02","03","13","2017-01-30 ","EVESHAM TWP PD","01","","NJ 73","73  ","00000073__","24.130 ","NJ 70","","","NJ","45","","","","45","","2"
"17501120","2017","BS-17-006876","02","02","60","2017-01-29 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","6.750  ","BELLE AVE","","","NJ","69","","","","69","","1"
"17123015","2017","17-001394","02","09","09","2017-01-26 ","SECAUCUS PD","01","HEADQUARTERS","NJ 3","3   ","00000003__","8.580  ","MEADOWLANDS PKWY","","","NJ","48","","","","","","1"
"17228088","2017","17002702","02","12","25","2017-01-08 ","WOODBRIDGE TWP PD","01","C-0040A-17","US 9","9   ","00000009__","134.170","KING GEORGE POST RD","","","VA","05","56","54","","","SIGN FOR WAWA ON HWY 9 SOUTH.","5"
"17106012","2017","17005109","02","12","05","2017-01-28 ","EDISON TWP PD","01","","US 1","1   ","00000001__","29.060 ","ROUTE 529 / PLAINFIELD AVE","","","NJ","48","","","","48","","1"
"17103413","2017","17-00135","02","07","04","2017-01-03 ","CEDAR GROVE PD","01","","NJ 23","23  ","00000023__","1.570  ","GRISSING CT","","","NJ","69","56","05","52","52","UTILITY POLE 60054CG (PSE&G)","1"
"17115875","2017","17009715","02","10","22","2017-01-20 ","READINGTON PD","01","READINGTON","US 22","22  ","00000022__","25.610 ","ROUTE 523 / OLDWICK RD","","","","26","54","","","26","","1"
"17118163","2017","2017004185","02","16","02","2017-01-25 ","CLIFTON PD","01","","NJ 19","19  ","00000019__","0.560  ","GARDEN STATE PARKWAY SPUR","","","NJ","69","","","","69","","1"
"17107604","2017","17005216","02","12","05","2017-01-29 ","EDISON TWP PD","01","","US 1","1   ","00000001__","29.060 ","ROUTE 529 / PLAINFIELD AVE","","","NJ","26","05","59","","26","WOOD FENCE TO 82 PLAINFIELD AVE","3"
"17107604","2017","17005216","02","12","05","2017-01-29 ","EDISON TWP PD","01","","US 1","1   ","00000001__","29.060 ","ROUTE 529 / PLAINFIELD AVE","","","NJ","26","48","","","26","WOOD FENCE TO 82 PLAINFIELD AVE","3"
"17109921","2017","170000679","02","04","27","2017-01-03 ","PENNSAUKEN TWP PD","01","06","NJ 38","38  ","00000038__","0.280  ","STRAND AVE","","","NJ","48","","","","48","A CONCRETE HALF WALL","1"
"17120304","2017","I-2017-04295","02","05","06","2017-02-01 ","MIDDLE TWSP PD","01","DIAS CREEK","NJ 47","47  ","00000047__","8.620  ","CR 618 / INDIAN TRAIL","","","NJ","05","54","01","","54","ATLANTIC CITY SUPPORT POLE BROKEN. NO POLE NUMBER ON THE POLE.","1"
"17319162","2017","2017002563","02","16","02","2017-01-16 ","CLIFTON PD","01","","NJ 21","21  ","00000021__","","","T","NJ 3","NJ","48","","","","","","1"
"17107766","2017","2017000326","02","04","05","2017-01-08 ","BERLIN TWP PD","01","","US 30","30  ","00000030__","17.460 ","PINE AVE","","","NJ","05","56","50","52","52","POLE # C10154 TRAFFIC SIGN """"TRAFFIC FINES DOUBLE IN WORK AREA""""","2"
"17104058","2017","17000697","02","12","17","2017-01-10 ","PISCATAWAY TWP PD","01","(732) 562-2300","NJ 18","18  ","00000018__","43.580 ","","T","RIVER ROAD","NJ","48","","","","48","STRUCK CONCRETE BARRIER","1"
"17103161","2017","17-004150","02","04","09","2017-01-15 ","CHERRY HILL TWP PD","01","","NJ 70","70  ","00000070__","6.610  ","BIRCHWOOD PARK DR. S.","","","NJ","56","52","69","50","50","DAMAGE TO 2 TELEPHONE POLES,3 TRAFFIC SIGNS AND ONE BUS STOP BENCH STATION.","3"
"17108137","2017","17000512","02","12","05","2017-01-04 ","EDISON TWP PD","01","","US 1","1   ","00000001__","32.820 ","PIERSON AVE","","","NJ","45","45","","","45","MINOR SCRAPES ON CONCREATE BARRIER","3"
"17104627","2017","17FT01594","02","13","16","2017-01-21 ","FREEHOLD TWP PD","01","","US 9","9   ","00000009__","114.580","NJ 33 BUSINESS / PARK AVE","","","NJ","26","48","","","26","","1"
"17501081","2017","BS-17-003234","02","02","60","2017-01-14 ","BERGEN CO SHERIFFS DEPT","05","01","NJ 4","4   ","00000004__","8.000  ","DECATUR AVE.","","","NJ","48","01","","","","","3"
"17100580","2017","2017000889","02","10","19","2017-01-11 ","CLINTON TWP PD","01","","NJ 31","31  ","00000031__","34.970 ","CREGAR RD","","","NJ","05","46","","","46","","1"
"17501102","2017","BS-17-005713","02","02","60","2017-01-24 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","6.420  ","NJ 41 / RIVER RD","","","NJ","69","","","","","","1"
"17102113","2017","17-000524","02","20","07","2017-01-14 ","HILLSIDE PD","01","","US 22","22  ","00000022__","57.960 ","HILLDALE PL","","","NJ","48","47","","","","","1"
"17105625","2017","16-000680","02","20","19","2017-01-03 ","UNION TWP PD","01","","US 22","22  ","00000022__","55.860 ","NJ 82 / MORRIS AVE","","","NJ","26","48","","","","","1"
"17117824","2017","1701040669","02","04","08","2017-01-04 ","CAMDEN COUNTY METRO POLICE","01","NRT 5-4","US 30","30  ","00000030__","1.750  ","FLANDERS AVE","","","NJ","48","69","","","","","1"
"17903180","2017","B080-2017-00197A","01","14","35","2017-01-24 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","35.300 ","","","","NJ","06","48","26","26","26","","2"
"17106277","2017","17-000568","02","09","09","2017-01-11 ","SECAUCUS PD","01","HEADQUARTERS","NJ 3","3   ","00000003__","9.600  ","","","","NJ","48","","","","","","1"
"17100111","2017","17004514","02","09","08","2017-01-15 ","NORTH BERGEN PD","01","17-004514","US 1","1   ","00000001__","58.110 ","44TH ST","","","NJ","26","54","","","","MINOR DAMAGE TO CONCRETE MOLDING STRUCK BY VEHICLE 1","3"
"17100335","2017","17-729","02","11","07","2017-01-08 ","LAWRENCE TWP PD","01","","US 206","206 ","00000206__","51.210 ","PROVINCE LINE RD","","","NJ","69","05","54","","69","1 - """"DO NOT ENTER"""" POST & SIGN BROKE AWAY BOLT - UNDER $50.00","1"
"17503203","2017","1700336","02","20","09","2017-01-23 ","LINDEN PD","01","LINDEN","US 1","1   ","00000001__","41.970 ","WILLOW GRADE RD","","","NJ","26","46","","","26","","2"
"17100171","2017","17-004634","01","16","08","2017-01-15 ","PATERSON PD","01","PATROL B-3","I-80","80  ","00000080__","60.040 ","CR 624 / LAKEVIEW AVE","","","NJ","46","","","","46","RAILING ON ROUTE 80 EASTBOUND","1"
"17105206","2017","2017001140","02","16","02","2017-01-07 ","CLIFTON PD","01","","NJ 19","19  ","00000019__","1.410  ","ROUTE 509 / BROAD ST","","","NJ","26","48","","","","","1"
"17101084","2017","2017003656","02","16","02","2017-01-22 ","CLIFTON PD","01","","NJ 3","3   ","00000003__","4.360  ","CR 624 / OAK RD / RIVER RD","","","NJ","46","","","","46","GUARDRAIL, STOP SIGN, NO LEFT TURN SIGN (DOT NOTIFIED)","3"
"17104172","2017","17-68","02","09","07","2017-01-02 ","KEARNY PD","01","2ND PRECINCT","NJ 7","7   ","00000007__","0.670  ","CR 659 / FISH HOUSE RD","","","NJ","46","07","26","46","","","2"
"17503096","2017","17000393","02","20","09","2017-01-04 ","LINDEN PD","01","LINDEN PD","US 1","1   ","00000001__","40.690 ","CR 615 / STILLES AVE","","","NJ","69","","","","69","","1"
"17902040","2017","B130-2017-00358A","01","07","14","2017-01-27 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","55.200 ","","","","NJ","26","05","50","","50","NJDOT TRAFFIC SIGN","2"
"17117038","2017","17MT00374","02","13","31","2017-01-05 ","MIDDLETOWN PD","01","","NJ 35","35  ","00000035__","38.690 ","HARMONY RD / KINGS HWY","","","NJ","26","56","46","","26","","2"
"17102404","2017","2017-1309","02","03","29","2017-01-22 ","PEMBERTON TWP PD","01","","NJ 70","70  ","00000070__","27.000 ","NJ 70/72","","","NJ","07","06","54","01","01","DIRECTION SIGN FOR THE ROUTE 70/72 CIRCLE","2"
"17119357","2017","17-005965","02","15","14","2017-02-01 ","LAKEWOOD PD","01","","NJ 88","88  ","00000088__","1.600  ","","","","","54","39","","","","#602-GRASS ,3598- GRASS, POST, STEPS, 3594- MAILBOX, MINOR STRUCTURE DAMAGE","1"
"17501064","2017","BS-17-001652","02","02","60","2017-01-08 ","BERGEN CO SHERIFFS DEPT","05","PARAMUS","NJ 4","4   ","00000004__","8.080  ","FARRAGUT DR / WEBSTER AVE","","","NJ","48","","","","","SCRATCHES ON DIVIDER","1"
"17901072","2017","B110-2017-00019A","01","10","25","2017-01-09 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","14.400 ","","","","PA","06","46","26","","46","","2"
"17110220","2017","17000511","02","09","07","2017-01-08 ","KEARNY PD","01","HQ","US 1","1   ","00000001__","52.600 ","ADAM STREET","","","NJ","46","","","","46","THERE WAS VISIBLE DAMAGE TO THE GUARDRAIL NEAR MILE 52.6. THERE WAS DEBRIS FROM?","1"
"17901755","2017","B080-2017-00093A","01","14","36","2017-01-14 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","28.000 ","","","","NJ","26","46","26","46","26","","2"
"17503148","2017","17002019","02","20","09","2017-01-14 ","LINDEN PD","01","LPD","US 1","1   ","00000001__","41.780 ","WILLOW GRADE RD","","","NJ","26","05","58","59","59","YES , FENCE BELONGING TO ROSEDALE CEMETERY.","2"
"17102509","2017","I-2017-000986","02","07","12","2017-01-16 ","MILLBURN PD","01","SECTOR 5","NJ 124","124 ","00000124__","9.350  ","SOUTH TER","","","NJ","56","56","43","","","","1"
"17502858","2017","17001756","02","12","19","2017-01-25 ","SAYREVILLE PD","01","","NJ 35","35  ","00000035__","47.800 ","","","","NJ","26","48","01","","01","","2"
"17900660","2017","B060-2017-00130A","01","02","11","2017-01-08 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","61.400 ","","","","NY","26","06","48","","48","","2"
"17502812","2017","17001018","02","12","19","2017-01-14 ","SAYREVILLE PD","01","SAYREVILLE","US 9","9   ","00000009__","131.100","NJ 35 / CHEVALIER AVE","","","NJ","46","48","46","48","48","GUARD RAIL ON ROUTE 9 SOUTH","3"
"17108642","2017","17001742","02","12","09","2017-01-15 ","OLD BRIDGE TWP PD","01","","US 9","9   ","00000009__","126.250","OLD MILL RD","","","NJ","05","56","50","62","62","ORANGE CONSTRUCTION SIGN AND A FIRE HYDRANT.","1"
"17103676","2017","2017-000729","02","21","15","2017-01-24 ","LOPATCONG TWP PD","01","","US 22","22  ","00000022__","2.140  ","NJ 57","","","PA","56","45","","","45","","3"
"17306194","2017","1701-0642","02","01","02","2017-01-24 ","ATLANTIC CITY PD","01","","US 30","30  ","00000030__","55.400 ","","","","NJ","05","59","58","","59","EMBANKMENT FENCE-STATE OF NJ","1"
"17901233","2017","D030-2017-00116A","03","09","06","2017-01-10 ","NEW JERSEY STATE POLICE","02","NEWARK - SQUAD","I-78","78  ","00000078__","61.710 ","","","","NJ","56","48","26","","48","NJTA PO BOX 5042 WOODBRIDGE NJ 07095 - CURB AND CONCRETE TRAFFIC BARRIER.","2"
"17106622","2017","17-00624","02","12","10","2017-01-08 ","METUCHEN PD","01","","NJ 27","27  ","00000027__","20.940 ","CR 669 / BRIDGE ST","","","NJ","06","56","50","","56","BORO OF METUCHEN TRAFFIC SIGN-""METUCHEN IS PEDESTRIAN FRIENDLY, TRAFFIC LAWS STR","1"
"17100022","2017","1701232468","02","04","08","2017-01-23 ","CAMDEN COUNTY METRO POLICE","01","PATROL P-2/D-4","US 30","30  ","00000030__","1.660  ","FLANDERS AVE","","","NJ","06","48","","","48","","1"
"17902481","2017","B080-2017-00095A","01","14","35","2017-01-14 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","34.500 ","CR 664 / MT HOPE RD","","","NJ","56","06","46","","","","1"
"17900195","2017","B130-2017-00098A","01","20","17","2017-01-07 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","49.600 ","","","","NJ","26","05","46","","46","20 FEET OF GUARDRAIL DAMAGE.","2"
"17902787","2017","B060-2017-00340A","01","07","05","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","12.500 ","","","","NJ","26","05","46","","26","","2"
"17903164","2017","B060-2017-00317A","01","07","22","2017-01-29 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","9.300  ","","","","NJ","26","06","48","","26","","2"
"17901363","2017","B060-2017-00188A","01","07","14","2017-01-16 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","14.300 ","","T","NJ 21","PA","26","48","","","26","","1"
"17901363","2017","B060-2017-00188A","01","07","14","2017-01-16 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","14.300 ","","T","NJ 21","NJ","26","48","","","26","","1"
"17900930","2017","B130-2017-00180A","01","18","02","2017-01-12 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","33.200 ","","","","NJ","26","46","","","26","","2"
"17902396","2017","B060-2017-00155A","01","02","62","2017-01-12 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","66.100 ","","","","NJ","26","48","","","48","","1"
"17125549","2017","2017-01213","02","01","13","2017-01-17 ","HAMMONTON PD","01","HAMMONTON P.D","US 30","30  ","00000030__","29.050 ","CR 678 / FAIRVIEW AVE","","","NJ","26","05","69","","26","V1 STRUCK THE BUILDING AT 301 N WHITE HORSE PIKE, V1 ALSO STRUCK ITEMS THAT WER?","3"
"17901318","2017","B020-2017-00043A","01","21","01","2017-01-16 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 2","I-80","80  ","00000080__","22.400 ","","","","OR","26","26","46","","26","APPROXIMATELY 25 FEET OF GUARDRAIL DAMAGE","2"
"17124091","2017","17-001862","02","15","14","2017-01-11 ","LAKEWOOD PD","01","","NJ 70","70  ","00000070__","52.260 ","AIRPORT RD / BUCKINGHAM DR","","","NJ","48","26","","","26","","1"
"17902836","2017","B130-2017-00386A","02","20","18","2017-01-30 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","NJ 24","24  ","00000024__","9.000  ","","","","NJ","26","06","46","","26","","1"
"17902782","2017","B060-2017-00334A","01","02","11","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","61.900 ","","","","NJ","05","48","26","","48","","2"
"17902407","2017","B060-2017-00291A","01","02","59","2017-01-26 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","65.700 ","","","","NY","26","06","48","","26","","1"
"17902770","2017","B060-2017-00279A","01","02","11","2017-01-25 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","61.500 ","","F","RT 444","NY","26","05","46","","46","20FT OF NJDOT GUIDERAIL, WEST TRENTON, NJ","1"
"17117742","2017","17-00526","02","14","12","2017-01-06 ","HANOVER TWP PD","01","","NJ 10","10  ","00000010__","13.300 ","JEFFERSON RD / S JEFFERSON RD","","","NJ","26","48","","","26","","1"
"17900248","2017","B020-2017-00002A","01","21","01","2017-01-03 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 1","I-80","80  ","00000080__","16.200 ","","","","PA","26","06","46","","46","","3"
"17900248","2017","B020-2017-00002A","01","21","01","2017-01-03 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 1","I-80","80  ","00000080__","16.200 ","","","","PA","26","06","46","","46","","3"
"17210946","2017","I-2017-000548","02","02","45","2017-01-10 ","PALISADES PARK PD","01","275 BROAD AVEN?","US 46","46  ","00000046__","71.980 ","US 1 / BROAD AVE","","","NJ","26","26","48","43","26","","2"
"17902804","2017","B080-2017-00175A","01","14","36","2017-01-21 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","28.500 ","","","","PA","26","26","06","46","26","MINOR SCRATCHES AND DENTS TO GUARDRAIL FACE BETWEEN MILEPOST 28.6 AND 28.2","2"
"17367536","2017","17-02105","02","02","56","2017-01-31 ","RUTHERFORD PD","01","","NJ 3","3   ","00000003__","6.800  ","","","","NJ","48","26","48","","48","","3"
"17902762","2017","B020-2017-00080A","01","21","13","2017-01-31 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 1","I-80","80  ","00000080__","2.000  ","","","","TX","26","06","48","","26","","1"
"17903029","2017","B130-2017-00379A","01","20","07","2017-01-29 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","53.800 ","","","","NJ","26","05","46","","26","","2"
"17236457","2017","ER-17-00726","02","02","12","2017-01-24 ","EAST RUTHERFORD PD","01","","NJ 3","3   ","00000003__","7.500  ","NEW JERSEY TURNPIKE","","","FL","48","","","","48","","2"
"17108020","2017","2017-3413","02","20","19","2017-01-12 ","UNION TWP PD","01","","US 22","22  ","00000022__","56.070 ","CR 630 / VAUX HALL RD","","","NJ","26","48","","","48","CEMENT DIVIDER","1"
"17902814","2017","B110-2017-00076A","01","10","06","2017-01-27 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","17.600 ","","","","PA","06","05","46","26","26","10 FT. OF GUARDRAIL DAMAGE. DOT NOTIFIED","2"
"17100131","2017","17004339","02","09","08","2017-01-15 ","NORTH BERGEN PD","01","17-004339","US 1","1   ","00000001__","60.290 ","86TH ST","","","NJ","26","01","69","","","DAMAGE TO PARKING LOT WALL FROM 8701 TONNELLE AVE.","3"
"17900648","2017","B060-2017-00096A","01","09","04","2017-01-09 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","14.700 ","","","","NJ","05","46","26","","46","","1"
"17114442","2017","17-005927","02","15","14","2017-02-01 ","LAKEWOOD PD","01","","US 9","9   ","00000009__","102.740","14TH ST","","","NJ","26","56","59","99","26","","2"
"17902125","2017","B110-2017-00049A","01","10","25","2017-01-18 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","14.600 ","","","","NJ","26","06","09","46","26","","2"
"17160817","2017","17000829","02","18","04","2017-01-17 ","BOUND BROOK PD","01","","US 22","22  ","00000022__","38.540 ","VOSSELLER AVE","","","NJ","26","46","","","46","","2"
"17160817","2017","17000829","02","18","04","2017-01-17 ","BOUND BROOK PD","01","","US 22","22  ","00000022__","38.540 ","VOSSELLER AVE","","","MA","26","48","","","48","","2"
"17134748","2017","P1700367617-636","02","07","14","2017-01-04 ","NEWARK PD","01","E/","NJ 21","21  ","00000021__","2.330  ","RAYMOND BLVD","","","","69","","","","","","1"
"17116957","2017","17-00160","02","18","21","2017-01-03 ","WATCHUNG PD","01","","US 22","22  ","00000022__","46.510 ","TERRILL RD","","","NJ","26","26","48","","26","MINOR SCRATCHES TO BARRIER","1"
"17118155","2017","2017003821","02","16","02","2017-01-23 ","CLIFTON PD","01","","NJ 3","3   ","00000003__","","","","RT 46","NY","26","46","","","26","GUARDRAIL","1"
"17119176","2017","2017002939","02","06","14","2017-01-14 ","VINELAND PD","01","VINELAND PD","NJ 47","47  ","00000047__","45.200 ","FOSTER AVE","","","NJ","05","54","","","54","DAMAGE TO JERSEY JERRY'S SIGN","1"
"17237017","2017","2017-001542","02","14","23","2017-01-17 ","MORRIS PLAINS PD","01","","NJ 10","10  ","00000010__","10.780 ","TABOR RD","","","NJ","26","48","","","26","UTILITY POLE #JC51MPB WAS STRUCK BY VEHICLE 1 AND DISLODGED AT THE BOTTOM OF TH?","4"
"17504073","2017","AP-17-00124","02","02","02","2017-01-16 ","ALPINE PD","01","ALPINE","US 9W","9   ","00000009W_","10.830 ","PALISADES INTERSTATE PKWY","","","FL","27","05","50","","27","DAMAGE TO PALISADES INTERSTATE PARKWAY EXIT 2 (SOUTH) TRAFFIC SIGN.","1"
"17109063","2017","17-2964","02","08","18","2017-01-23 ","WASHINGTON TWP PD (GLOUCESTER)","01","WASHINGTON TWP.","NJ 42","42  ","00000042__","6.320  ","NJ 168 / BLACK HORSE PIKE","","","NJ","26","26","59","","26","FENCE AT NJ BUS TERMINAL","3"
"17109063","2017","17-2964","02","08","18","2017-01-23 ","WASHINGTON TWP PD (GLOUCESTER)","01","WASHINGTON TWP.","NJ 42","42  ","00000042__","6.320  ","NJ 168 / BLACK HORSE PIKE","","","NJ","26","26","59","","26","FENCE AT NJ BUS TERMINAL","3"
"17100385","2017","I-N2017-000561","02","18","14","2017-01-07 ","NORTH PLAINFIELD PD","01","","US 22","22  ","00000022__","45.250 ","NORTH DR / NORWOOD AVE","","","NJ","48","26","","","26","","1"
"17560571","2017","2017-000192","02","15","04","2017-01-24 ","BEACHWOOD BORO PD","01","TRAFFIC SAFETY","NJ 166","166 ","00000166__","0.210  ","BEACHWOOD BLVD","","","NJ","05","56","54","","54","PEDESTRIAN CROSSING SIGN POST AND PAVERS.","1"
"17108014","2017","2017-3790","02","20","19","2017-01-13 ","UNION TWP PD","01","","US 22","22  ","00000022__","53.970 ","BALL AVE","","","NJ","26","56","69","69","26","CURB-SHRUBS-DECORATIVE ROCKS OF BUSINESS SIGN (THE POINTE)","1"
